Date,Time,Month,Season,Site,Native_or_chestnut,Temp,pH,SpCond_uscm,DO_percent,DO_mgl,CHL_ugl,,,,,,,,,,,,
10/5/24,0:15:00,October,Fall,7,chestnut,17.76,7.27,117.1,42.5,3.94,2.01,,,,,,,,,,,,
10/5/24,0:30:00,October,Fall,7,chestnut,17.69,7.29,116.6,52,4.83,1.9,,,,,,,,,,,,
10/5/24,0:45:00,October,Fall,7,chestnut,17.65,7.31,116.5,53.5,4.97,2.33,,,,,,,,,,,,
10/5/24,1:00:00,October,Fall,7,chestnut,17.6,7.32,116.2,53.8,5.01,1.84,,,,,,,,,,,,
10/5/24,1:15:00,October,Fall,7,chestnut,17.59,7.32,116.1,55.8,5.19,2.3,,,,,,,,,,,,
10/5/24,1:30:00,October,Fall,7,chestnut,17.54,7.33,116,55.9,5.2,3.02,,,,,,,,,,,,
10/5/24,1:45:00,October,Fall,7,chestnut,17.5,7.33,115.8,55,5.12,2.72,,,,,,,,,,,,
10/5/24,2:00:00,October,Fall,7,chestnut,17.52,7.34,115.6,59.5,5.54,2.39,,,,,,,,,,,,
10/5/24,2:15:00,October,Fall,7,chestnut,17.49,7.35,115.4,60.5,5.64,2.43,,,,,,,,,,,,
10/5/24,2:30:00,October,Fall,7,chestnut,17.5,7.37,115.3,63.1,5.88,2.16,,,,,,,,,,,,
10/5/24,2:45:00,October,Fall,7,chestnut,17.45,7.38,115.4,62.8,5.86,2.71,,,,,,,,,,,,
10/5/24,3:00:00,October,Fall,7,chestnut,17.43,7.38,115.2,62,5.78,2.73,,,,,,,,,,,,
10/5/24,3:15:00,October,Fall,7,chestnut,17.35,7.36,115.1,56.5,5.28,2.35,,,,,,,,,,,,
10/5/24,3:30:00,October,Fall,7,chestnut,17.29,7.34,115,55.6,5.2,2.61,,,,,,,,,,,,
10/5/24,3:45:00,October,Fall,7,chestnut,17.26,7.34,114.8,57.9,5.42,3.38,,,,,,,,,,,,
10/5/24,4:00:00,October,Fall,7,chestnut,17.25,7.36,114.7,59.5,5.57,2.49,,,,,,,,,,,,
10/5/24,4:15:00,October,Fall,7,chestnut,17.16,7.36,114.5,57.3,5.38,2.49,,,,,,,,,,,,
10/5/24,4:30:00,October,Fall,7,chestnut,17.1,7.35,114.4,56.6,5.32,2.32,,,,,,,,,,,,
10/5/24,4:45:00,October,Fall,7,chestnut,17.01,7.35,114.3,57.5,5.41,2.35,,,,,,,,,,,,
10/5/24,5:00:00,October,Fall,7,chestnut,16.86,7.35,114,56.6,5.34,2.31,,,,,,,,,,,,
10/5/24,5:15:00,October,Fall,7,chestnut,16.91,7.35,114,58.9,5.56,2.71,,,,,,,,,,,,
10/5/24,5:30:00,October,Fall,7,chestnut,16.91,7.35,113.9,58.5,5.52,2.36,,,,,,,,,,,,
10/5/24,5:45:00,October,Fall,7,chestnut,16.81,7.36,113.7,59.1,5.59,2.97,,,,,,,,,,,,
10/5/24,6:00:00,October,Fall,7,chestnut,16.83,7.36,113.8,58.9,5.57,2.93,,,,,,,,,,,,
10/5/24,6:15:00,October,Fall,7,chestnut,16.77,7.37,113.6,60.6,5.74,2.29,,,,,,,,,,,,
10/5/24,6:30:00,October,Fall,7,chestnut,16.74,7.37,113.6,57.8,5.48,2.66,,,,,,,,,,,,
10/5/24,6:45:00,October,Fall,7,chestnut,16.69,7.37,113.4,59.6,5.64,3.19,,,,,,,,,,,,
10/5/24,7:00:00,October,Fall,7,chestnut,16.62,7.37,113.2,60.7,5.77,2.65,,,,,,,,,,,,
10/5/24,7:15:00,October,Fall,7,chestnut,16.58,7.37,113.1,60.9,5.79,2.57,,,,,,,,,,,,
10/5/24,7:30:00,October,Fall,7,chestnut,16.58,7.38,113.2,60.4,5.74,2.07,,,,,,,,,,,,
10/5/24,7:45:00,October,Fall,7,chestnut,16.59,7.38,113.1,62,5.89,2.71,,,,,,,,,,,,
10/5/24,8:00:00,October,Fall,7,chestnut,16.51,7.38,112.9,59.9,5.7,2.22,,,,,,,,,,,,
10/5/24,8:15:00,October,Fall,7,chestnut,16.53,7.4,112.9,61.7,5.87,3.22,,,,,,,,,,,,
10/5/24,8:30:00,October,Fall,7,chestnut,16.53,7.41,113,62.4,5.93,2.41,,,,,,,,,,,,
10/5/24,8:45:00,October,Fall,7,chestnut,16.6,7.42,113.2,64.9,6.16,2.18,,,,,,,,,,,,
10/5/24,9:00:00,October,Fall,7,chestnut,16.7,7.43,113.4,65.6,6.22,2.54,,,,,,,,,,,,
10/5/24,9:15:00,October,Fall,7,chestnut,16.78,7.43,113.6,63.5,6,2.14,,,,,,,,,,,,
10/5/24,9:30:00,October,Fall,7,chestnut,16.82,7.43,113.7,64,6.05,2.41,,,,,,,,,,,,
10/5/24,9:45:00,October,Fall,7,chestnut,16.89,7.43,114,65.4,6.18,2.47,,,,,,,,,,,,
10/5/24,10:00:00,October,Fall,7,chestnut,17.05,7.43,114.5,66.5,6.25,2.2,,,,,,,,,,,,
10/5/24,10:15:00,October,Fall,7,chestnut,17.29,7.43,115,67,6.27,1.54,,,,,,,,,,,,
10/5/24,10:30:00,October,Fall,7,chestnut,17.42,7.44,115.4,68.7,6.41,1.88,,,,,,,,,,,,
10/5/24,10:45:00,October,Fall,7,chestnut,17.59,7.45,115.8,71.3,6.64,1.63,,,,,,,,,,,,
10/5/24,11:00:00,October,Fall,7,chestnut,17.78,7.46,116.2,72.9,6.76,2.07,,,,,,,,,,,,
10/5/24,11:15:00,October,Fall,7,chestnut,17.91,7.47,116.6,75.3,6.96,1.72,,,,,,,,,,,,
10/5/24,11:30:00,October,Fall,7,chestnut,18.14,7.48,117.2,77.6,7.13,1.87,,,,,,,,,,,,
10/5/24,11:45:00,October,Fall,7,chestnut,18.33,7.48,117.7,76.1,6.97,2.11,,,,,,,,,,,,
10/5/24,12:00:00,October,Fall,7,chestnut,18.56,7.47,118.3,75.3,6.86,1.59,,,,,,,,,,,,
10/5/24,12:15:00,October,Fall,7,chestnut,18.72,7.47,118.7,76.7,6.97,1.49,,,,,,,,,,,,
10/5/24,12:30:00,October,Fall,7,chestnut,18.82,7.51,118.5,82.7,7.5,1.65,,,,,,,,,,,,
10/5/24,12:45:00,October,Fall,7,chestnut,18.85,7.57,118.4,87.7,7.95,1.39,,,,,,,,,,,,
10/5/24,13:00:00,October,Fall,7,chestnut,18.91,7.61,118.6,90,8.15,1.32,,,,,,,,,,,,
10/5/24,13:15:00,October,Fall,7,chestnut,18.95,7.64,118.7,90.8,8.21,1.94,,,,,,,,,,,,
10/5/24,13:30:00,October,Fall,7,chestnut,18.99,7.66,118.9,90.8,8.21,1.37,,,,,,,,,,,,
10/5/24,13:45:00,October,Fall,7,chestnut,19.04,7.68,119.2,91.5,8.26,1.79,,,,,,,,,,,,
10/5/24,14:00:00,October,Fall,7,chestnut,19.07,7.7,119.2,93.3,8.42,1.79,,,,,,,,,,,,
10/5/24,14:15:00,October,Fall,7,chestnut,19.05,7.71,119.4,93.2,8.42,1.58,,,,,,,,,,,,
10/5/24,14:30:00,October,Fall,7,chestnut,19.12,7.73,119.5,93.9,8.46,1.53,,,,,,,,,,,,
10/5/24,14:45:00,October,Fall,7,chestnut,19.23,7.72,120,92.8,8.35,2.45,,,,,,,,,,,,
10/5/24,15:00:00,October,Fall,7,chestnut,19.42,7.7,120.6,93.5,8.38,1.91,,,,,,,,,,,,
10/5/24,15:15:00,October,Fall,7,chestnut,19.46,7.69,120.8,93.8,8.4,1.78,,,,,,,,,,,,
10/5/24,15:30:00,October,Fall,7,chestnut,19.51,7.7,120.9,94.1,8.42,1.88,,,,,,,,,,,,
10/5/24,15:45:00,October,Fall,7,chestnut,19.52,7.71,120.8,94,8.41,1.9,,,,,,,,,,,,
10/5/24,16:00:00,October,Fall,7,chestnut,19.48,7.71,120.8,93.5,8.36,1.8,,,,,,,,,,,,
10/5/24,16:15:00,October,Fall,7,chestnut,19.44,7.71,120.7,93.7,8.39,2.72,,,,,,,,,,,,
10/5/24,16:30:00,October,Fall,7,chestnut,19.5,7.71,121,93.1,8.33,1.92,,,,,,,,,,,,
10/5/24,16:45:00,October,Fall,7,chestnut,19.52,7.7,121.2,93.2,8.33,1.62,,,,,,,,,,,,
10/5/24,17:00:00,October,Fall,7,chestnut,19.49,7.7,121.1,92.9,8.32,1.65,,,,,,,,,,,,
10/5/24,17:15:00,October,Fall,7,chestnut,19.54,7.7,121.2,96.5,8.63,1.87,,,,,,,,,,,,
10/5/24,17:30:00,October,Fall,7,chestnut,19.46,7.74,121.1,98.1,8.78,2.35,,,,,,,,,,,,
10/5/24,17:45:00,October,Fall,7,chestnut,19.36,7.73,120.9,96.1,8.62,1.76,,,,,,,,,,,,
10/5/24,18:00:00,October,Fall,7,chestnut,19.23,7.72,120.6,92.7,8.34,1.67,,,,,,,,,,,,
10/5/24,18:15:00,October,Fall,7,chestnut,19.16,7.7,120.5,91.8,8.27,1.71,,,,,,,,,,,,
10/5/24,18:30:00,October,Fall,7,chestnut,19.06,7.69,120.2,90.6,8.18,1.84,,,,,,,,,,,,
10/5/24,18:45:00,October,Fall,7,chestnut,18.94,7.68,119.8,88.6,8.02,1.85,,,,,,,,,,,,
10/5/24,19:00:00,October,Fall,7,chestnut,18.86,7.66,119.5,87.1,7.9,1.68,,,,,,,,,,,,
10/5/24,19:15:00,October,Fall,7,chestnut,18.69,7.63,119.1,83.3,7.58,1.91,,,,,,,,,,,,
10/5/24,19:30:00,October,Fall,7,chestnut,18.62,7.61,118.7,81.3,7.41,1.93,,,,,,,,,,,,
10/5/24,19:45:00,October,Fall,7,chestnut,18.53,7.58,118.3,79.2,7.23,1.82,,,,,,,,,,,,
10/5/24,20:00:00,October,Fall,7,chestnut,18.39,7.56,117.9,78.8,7.21,2.37,,,,,,,,,,,,
10/5/24,20:15:00,October,Fall,7,chestnut,18.27,7.55,117.6,78.5,7.2,2.05,,,,,,,,,,,,
10/5/24,20:30:00,October,Fall,7,chestnut,18.2,7.51,117.5,68.9,6.33,2,,,,,,,,,,,,
10/5/24,20:45:00,October,Fall,7,chestnut,18.13,7.49,117.1,74.2,6.82,1.71,,,,,,,,,,,,
10/5/24,21:00:00,October,Fall,7,chestnut,17.94,7.51,117.2,72.8,6.73,2.45,,,,,,,,,,,,
10/5/24,21:15:00,October,Fall,7,chestnut,17.82,7.47,116.8,72.4,6.7,2.58,,,,,,,,,,,,
10/5/24,21:30:00,October,Fall,7,chestnut,17.66,7.49,116.3,71.8,6.67,2.59,,,,,,,,,,,,
10/5/24,21:45:00,October,Fall,7,chestnut,17.5,7.51,115.8,74.2,6.92,2.49,,,,,,,,,,,,
10/5/24,22:00:00,October,Fall,7,chestnut,17.44,7.5,115.7,72.3,6.75,2.27,,,,,,,,,,,,
10/5/24,22:15:00,October,Fall,7,chestnut,17.42,7.49,115.7,70.6,6.59,1.93,,,,,,,,,,,,
10/5/24,22:30:00,October,Fall,7,chestnut,17.3,7.48,115.4,70.8,6.62,2.17,,,,,,,,,,,,
10/5/24,22:45:00,October,Fall,7,chestnut,17.23,7.48,115.4,71.5,6.7,1.89,,,,,,,,,,,,
10/5/24,23:00:00,October,Fall,7,chestnut,17.21,7.49,115.5,74.8,7.01,2.1,,,,,,,,,,,,
10/5/24,23:15:00,October,Fall,7,chestnut,17.19,7.5,115.5,74.5,6.99,1.87,,,,,,,,,,,,
10/5/24,23:30:00,October,Fall,7,chestnut,17.19,7.52,115.5,78.1,7.33,1.86,,,,,,,,,,,,
10/5/24,23:45:00,October,Fall,7,chestnut,17.19,7.55,115.3,79.9,7.49,1.84,,,,,,,,,,,,
10/6/24,0:00:00,October,Fall,7,chestnut,17.17,7.56,115.1,79.3,7.44,1.87,,,,,,,,,,,,
10/6/24,0:15:00,October,Fall,7,chestnut,17.13,7.56,115,78,7.33,1.7,,,,,,,,,,,,
10/6/24,0:30:00,October,Fall,7,chestnut,17.05,7.55,114.8,76.9,7.23,1.65,,,,,,,,,,,,
10/6/24,0:45:00,October,Fall,7,chestnut,17.04,7.55,114.7,76.1,7.16,1.65,,,,,,,,,,,,
10/6/24,1:00:00,October,Fall,7,chestnut,17,7.55,114.6,77.3,7.28,1.64,,,,,,,,,,,,
10/6/24,1:15:00,October,Fall,7,chestnut,16.9,7.55,114.4,75.5,7.13,1.64,,,,,,,,,,,,
10/6/24,1:30:00,October,Fall,7,chestnut,16.84,7.54,114.3,76.2,7.2,1.51,,,,,,,,,,,,
10/6/24,1:45:00,October,Fall,7,chestnut,16.79,7.53,114,74.5,7.05,1.64,,,,,,,,,,,,
10/6/24,2:00:00,October,Fall,7,chestnut,16.77,7.52,114,71.6,6.77,1.51,,,,,,,,,,,,
10/6/24,2:15:00,October,Fall,7,chestnut,16.67,7.5,113.8,70.6,6.7,1.49,,,,,,,,,,,,
10/6/24,2:30:00,October,Fall,7,chestnut,16.57,7.49,113.5,71,6.75,1.93,,,,,,,,,,,,
10/6/24,2:45:00,October,Fall,7,chestnut,16.5,7.49,113.3,70.6,6.72,1.82,,,,,,,,,,,,
10/6/24,3:00:00,October,Fall,7,chestnut,16.42,7.49,113.1,70.1,6.68,1.83,,,,,,,,,,,,
10/6/24,3:15:00,October,Fall,7,chestnut,16.37,7.48,112.9,68.9,6.58,1.78,,,,,,,,,,,,
10/6/24,3:30:00,October,Fall,7,chestnut,16.33,7.49,112.9,70.4,6.73,1.65,,,,,,,,,,,,
10/6/24,3:45:00,October,Fall,7,chestnut,16.3,7.48,112.9,70.7,6.75,1.79,,,,,,,,,,,,
10/6/24,4:00:00,October,Fall,7,chestnut,16.18,7.48,112.7,68.6,6.57,1.81,,,,,,,,,,,,
10/6/24,4:15:00,October,Fall,7,chestnut,16.12,7.48,112.6,70.2,6.73,1.78,,,,,,,,,,,,
10/6/24,4:30:00,October,Fall,7,chestnut,16.11,7.48,112.7,69.1,6.63,1.83,,,,,,,,,,,,
10/6/24,4:45:00,October,Fall,7,chestnut,16.07,7.5,112.7,72.6,6.97,1.71,,,,,,,,,,,,
10/6/24,5:00:00,October,Fall,7,chestnut,16.04,7.5,112.8,72,6.92,1.63,,,,,,,,,,,,
10/6/24,5:15:00,October,Fall,7,chestnut,15.95,7.5,112.6,71.9,6.92,1.49,,,,,,,,,,,,
10/6/24,5:30:00,October,Fall,7,chestnut,15.92,7.5,112.4,72.5,6.99,1.54,,,,,,,,,,,,
10/6/24,5:45:00,October,Fall,7,chestnut,15.87,7.51,112.3,72.3,6.97,1.58,,,,,,,,,,,,
10/6/24,6:00:00,October,Fall,7,chestnut,15.82,7.53,112.1,73.6,7.11,1.59,,,,,,,,,,,,
10/6/24,6:15:00,October,Fall,7,chestnut,15.88,7.54,112.3,74.5,7.19,1.57,,,,,,,,,,,,
10/6/24,6:30:00,October,Fall,7,chestnut,15.86,7.55,112.1,77.1,7.44,1.59,,,,,,,,,,,,
10/6/24,6:45:00,October,Fall,7,chestnut,15.9,7.57,112.2,78.8,7.6,1.74,,,,,,,,,,,,
10/6/24,7:00:00,October,Fall,7,chestnut,15.93,7.59,112.3,80,7.7,1.72,,,,,,,,,,,,
10/6/24,7:15:00,October,Fall,7,chestnut,15.98,7.6,112.4,80.4,7.74,1.47,,,,,,,,,,,,
10/6/24,7:30:00,October,Fall,7,chestnut,15.94,7.6,112.3,80,7.7,1.6,,,,,,,,,,,,
10/6/24,7:45:00,October,Fall,7,chestnut,15.95,7.62,112.3,81.2,7.82,1.61,,,,,,,,,,,,
10/6/24,8:00:00,October,Fall,7,chestnut,15.98,7.63,112.4,80.8,7.77,1.73,,,,,,,,,,,,
10/6/24,8:15:00,October,Fall,7,chestnut,16.06,7.62,112.6,81,7.78,1.7,,,,,,,,,,,,
10/6/24,8:30:00,October,Fall,7,chestnut,16.12,7.62,112.7,81,7.77,1.83,,,,,,,,,,,,
10/6/24,8:45:00,October,Fall,7,chestnut,16.14,7.64,112.7,83.5,8.01,1.75,,,,,,,,,,,,
10/6/24,9:00:00,October,Fall,7,chestnut,16.27,7.66,113.1,85.2,8.15,1.41,,,,,,,,,,,,
10/6/24,9:15:00,October,Fall,7,chestnut,16.39,7.67,113.3,84.9,8.1,1.57,,,,,,,,,,,,
10/6/24,9:30:00,October,Fall,7,chestnut,16.52,7.66,113.6,85,8.09,1.43,,,,,,,,,,,,
10/6/24,9:45:00,October,Fall,7,chestnut,16.65,7.66,114,85.7,8.13,1.5,,,,,,,,,,,,
10/6/24,10:00:00,October,Fall,7,chestnut,16.84,7.67,114.4,88.6,8.37,1.33,,,,,,,,,,,,
10/6/24,10:15:00,October,Fall,7,chestnut,17.05,7.7,114.8,90.4,8.51,1.22,,,,,,,,,,,,
10/6/24,10:30:00,October,Fall,7,chestnut,17.21,7.72,115.1,91.1,8.54,1.6,,,,,,,,,,,,
10/6/24,10:45:00,October,Fall,7,chestnut,17.34,7.73,115.5,91.7,8.57,1.48,,,,,,,,,,,,
10/6/24,11:00:00,October,Fall,7,chestnut,17.54,7.75,116.1,93,8.66,1.39,,,,,,,,,,,,
10/6/24,11:15:00,October,Fall,7,chestnut,17.58,7.75,116.2,92.6,8.62,1.48,,,,,,,,,,,,
10/6/24,11:30:00,October,Fall,7,chestnut,17.87,7.75,117,93.2,8.62,1.27,,,,,,,,,,,,
10/6/24,11:45:00,October,Fall,7,chestnut,18.03,7.75,117.4,92.9,8.57,1.44,,,,,,,,,,,,
10/6/24,12:00:00,October,Fall,7,chestnut,18.05,7.77,117.6,93.5,8.61,1.28,,,,,,,,,,,,
10/6/24,12:15:00,October,Fall,7,chestnut,18.3,7.77,118.2,94.7,8.68,1.33,,,,,,,,,,,,
10/6/24,12:30:00,October,Fall,7,chestnut,18.27,7.77,118.2,94,8.62,1.3,,,,,,,,,,,,
10/6/24,12:45:00,October,Fall,7,chestnut,18.21,7.76,118.4,91.5,8.4,1.59,,,,,,,,,,,,
10/6/24,13:00:00,October,Fall,7,chestnut,18.2,7.74,118.4,92.2,8.47,1.44,,,,,,,,,,,,
10/6/24,13:15:00,October,Fall,7,chestnut,18.46,7.73,119.2,92.3,8.43,1.31,,,,,,,,,,,,
10/6/24,13:30:00,October,Fall,7,chestnut,18.78,7.74,120.1,93.4,8.48,1.36,,,,,,,,,,,,
10/6/24,13:45:00,October,Fall,7,chestnut,18.55,7.73,119.8,92.3,8.42,1.41,,,,,,,,,,,,
10/6/24,14:00:00,October,Fall,7,chestnut,18.45,7.73,119.6,92.9,8.49,1.3,,,,,,,,,,,,
10/6/24,14:15:00,October,Fall,7,chestnut,18.31,7.72,119.9,90.7,8.31,1.42,,,,,,,,,,,,
10/6/24,14:30:00,October,Fall,7,chestnut,18.35,7.71,119.7,90.6,8.3,1.53,,,,,,,,,,,,
10/6/24,14:45:00,October,Fall,7,chestnut,18.37,7.72,120.2,91.6,8.38,1.55,,,,,,,,,,,,
10/6/24,15:00:00,October,Fall,7,chestnut,18.94,7.73,121.5,94.3,8.53,1.33,,,,,,,,,,,,
10/6/24,15:15:00,October,Fall,7,chestnut,19.18,7.73,121.9,91.6,8.25,1.27,,,,,,,,,,,,
10/6/24,15:30:00,October,Fall,7,chestnut,19.18,7.71,122,91.8,8.27,1.22,,,,,,,,,,,,
10/6/24,15:45:00,October,Fall,7,chestnut,18.55,7.69,121.1,89.1,8.13,1.43,,,,,,,,,,,,
10/6/24,16:00:00,October,Fall,7,chestnut,18.44,7.69,120.7,89.7,8.2,1.34,,,,,,,,,,,,
10/6/24,16:15:00,October,Fall,7,chestnut,18.41,7.7,120.8,90.5,8.28,1.29,,,,,,,,,,,,
10/6/24,16:30:00,October,Fall,7,chestnut,18.42,7.71,120.8,91.6,8.37,1.39,,,,,,,,,,,,
10/6/24,16:45:00,October,Fall,7,chestnut,18.41,7.71,120.9,92.3,8.44,1.43,,,,,,,,,,,,
10/6/24,17:00:00,October,Fall,7,chestnut,18.42,7.71,121.1,91.3,8.35,1.39,,,,,,,,,,,,
10/6/24,17:15:00,October,Fall,7,chestnut,18.38,7.71,120.9,91.4,8.36,1.23,,,,,,,,,,,,
10/6/24,17:30:00,October,Fall,7,chestnut,18.38,7.72,120.9,93,8.52,1.24,,,,,,,,,,,,
10/6/24,17:45:00,October,Fall,7,chestnut,18.38,7.72,120.8,93.1,8.52,1.24,,,,,,,,,,,,
10/6/24,18:00:00,October,Fall,7,chestnut,18.4,7.72,121,92.8,8.49,1.25,,,,,,,,,,,,
10/6/24,18:15:00,October,Fall,7,chestnut,18.36,7.72,120.9,90.7,8.31,1.41,,,,,,,,,,,,
10/6/24,18:30:00,October,Fall,7,chestnut,18.29,7.71,120.7,90.3,8.28,1.1,,,,,,,,,,,,
10/6/24,18:45:00,October,Fall,7,chestnut,18.18,7.7,120.3,89.1,8.19,1.24,,,,,,,,,,,,
10/6/24,19:00:00,October,Fall,7,chestnut,18.11,7.68,120.1,87.5,8.05,1.34,,,,,,,,,,,,
10/6/24,19:15:00,October,Fall,7,chestnut,18.05,7.66,119.9,86.4,7.96,1.23,,,,,,,,,,,,
10/6/24,19:30:00,October,Fall,7,chestnut,17.98,7.64,119.8,84.3,7.77,1.38,,,,,,,,,,,,
10/6/24,19:45:00,October,Fall,7,chestnut,17.87,7.62,119.1,82.4,7.62,1.4,,,,,,,,,,,,
10/6/24,20:00:00,October,Fall,7,chestnut,17.79,7.61,118.7,82,7.59,1.2,,,,,,,,,,,,
10/6/24,20:15:00,October,Fall,7,chestnut,17.75,7.6,118.4,81.2,7.53,1.23,,,,,,,,,,,,
10/6/24,20:30:00,October,Fall,7,chestnut,17.69,7.59,118.1,81.6,7.57,1.62,,,,,,,,,,,,
10/6/24,20:45:00,October,Fall,7,chestnut,17.66,7.57,117.9,87.2,8.1,1.46,,,,,,,,,,,,
10/6/24,21:00:00,October,Fall,7,chestnut,17.69,7.64,117.7,91.5,8.49,1.54,,,,,,,,,,,,
10/6/24,21:15:00,October,Fall,7,chestnut,17.7,7.68,117.7,93.2,8.65,1.67,,,,,,,,,,,,
10/6/24,21:30:00,October,Fall,7,chestnut,17.68,7.7,117.6,92.9,8.63,1.74,,,,,,,,,,,,
10/6/24,21:45:00,October,Fall,7,chestnut,17.65,7.7,117.6,91.2,8.47,1.55,,,,,,,,,,,,
10/6/24,22:00:00,October,Fall,7,chestnut,17.64,7.7,117.7,89.5,8.32,1.58,,,,,,,,,,,,
10/6/24,22:15:00,October,Fall,7,chestnut,17.58,7.66,117.5,85.3,7.94,1.93,,,,,,,,,,,,
10/6/24,22:30:00,October,Fall,7,chestnut,17.5,7.64,117.4,82.5,7.69,1.69,,,,,,,,,,,,
10/6/24,22:45:00,October,Fall,7,chestnut,17.53,7.62,117.5,82.5,7.68,1.59,,,,,,,,,,,,
10/6/24,23:00:00,October,Fall,7,chestnut,17.47,7.6,117.4,81.1,7.56,1.92,,,,,,,,,,,,
10/6/24,23:15:00,October,Fall,7,chestnut,17.44,7.57,117.5,77.1,7.19,2.08,,,,,,,,,,,,
10/6/24,23:30:00,October,Fall,7,chestnut,17.4,7.54,117.4,76.4,7.13,2.11,,,,,,,,,,,,
10/6/24,23:45:00,October,Fall,7,chestnut,17.36,7.52,117.4,75.5,7.06,1.44,,,,,,,,,,,,
10/7/24,0:00:00,October,Fall,7,chestnut,17.33,7.51,117.3,73.9,6.91,1.63,,,,,,,,,,,,
10/7/24,0:15:00,October,Fall,7,chestnut,17.29,7.49,117,72.9,6.83,1.63,,,,,,,,,,,,
10/7/24,0:30:00,October,Fall,7,chestnut,17.25,7.47,117.2,70.7,6.62,1.74,,,,,,,,,,,,
10/7/24,0:45:00,October,Fall,7,chestnut,17.24,7.51,116.9,74.3,6.96,1.87,,,,,,,,,,,,
10/7/24,1:00:00,October,Fall,7,chestnut,17.24,7.53,116.5,78.5,7.36,1.62,,,,,,,,,,,,
10/7/24,1:15:00,October,Fall,7,chestnut,17.24,7.55,116.6,77.6,7.28,1.6,,,,,,,,,,,,
10/7/24,1:30:00,October,Fall,7,chestnut,17.22,7.54,116.6,78.7,7.38,1.5,,,,,,,,,,,,
10/7/24,1:45:00,October,Fall,7,chestnut,17.16,7.53,116.5,76.6,7.19,1.44,,,,,,,,,,,,
10/7/24,2:00:00,October,Fall,7,chestnut,17.14,7.51,116.5,74.5,7,1.62,,,,,,,,,,,,
10/7/24,2:15:00,October,Fall,7,chestnut,17.11,7.51,116.6,74.3,6.98,1.71,,,,,,,,,,,,
10/7/24,2:30:00,October,Fall,7,chestnut,17.1,7.5,116.5,73.5,6.91,1.56,,,,,,,,,,,,
10/7/24,2:45:00,October,Fall,7,chestnut,17.07,7.49,116.3,72.7,6.83,1.51,,,,,,,,,,,,
10/7/24,3:00:00,October,Fall,7,chestnut,17,7.48,116.3,71.9,6.77,1.83,,,,,,,,,,,,
10/7/24,3:15:00,October,Fall,7,chestnut,17.01,7.48,116.2,71,6.68,1.65,,,,,,,,,,,,
10/7/24,3:30:00,October,Fall,7,chestnut,16.96,7.45,116.2,68.9,6.49,1.43,,,,,,,,,,,,
10/7/24,3:45:00,October,Fall,7,chestnut,16.9,7.44,116.1,67.3,6.35,1.64,,,,,,,,,,,,
10/7/24,4:00:00,October,Fall,7,chestnut,16.88,7.43,116,66.6,6.29,1.93,,,,,,,,,,,,
10/7/24,4:15:00,October,Fall,7,chestnut,16.86,7.42,116,65.9,6.23,1.29,,,,,,,,,,,,
10/7/24,4:30:00,October,Fall,7,chestnut,16.83,7.41,115.9,65,6.14,1.54,,,,,,,,,,,,
10/7/24,4:45:00,October,Fall,7,chestnut,16.79,7.4,115.9,64.1,6.07,2.13,,,,,,,,,,,,
10/7/24,5:00:00,October,Fall,7,chestnut,16.7,7.37,116,56.4,5.34,1.77,,,,,,,,,,,,
10/7/24,5:15:00,October,Fall,7,chestnut,16.55,7.34,116,51.3,4.87,1.61,,,,,,,,,,,,
10/7/24,5:30:00,October,Fall,7,chestnut,16.41,7.31,115.6,48.4,4.61,1.52,,,,,,,,,,,,
10/7/24,5:45:00,October,Fall,7,chestnut,16.24,7.29,115.2,48.1,4.6,1.33,,,,,,,,,,,,
10/7/24,6:00:00,October,Fall,7,chestnut,16.08,7.29,114.7,47.7,4.58,1.46,,,,,,,,,,,,
10/7/24,6:15:00,October,Fall,7,chestnut,15.99,7.29,114.5,47.3,4.55,1.64,,,,,,,,,,,,
10/7/24,6:30:00,October,Fall,7,chestnut,15.93,7.28,114.3,47,4.53,1.48,,,,,,,,,,,,
10/7/24,6:45:00,October,Fall,7,chestnut,15.86,7.27,114.2,45.3,4.37,1.2,,,,,,,,,,,,
10/7/24,7:00:00,October,Fall,7,chestnut,15.83,7.26,114.2,45.2,4.37,2.1,,,,,,,,,,,,
10/7/24,7:15:00,October,Fall,7,chestnut,15.78,7.26,114.1,44,4.25,1.5,,,,,,,,,,,,
10/7/24,7:30:00,October,Fall,7,chestnut,15.72,7.25,113.8,43,4.16,1.37,,,,,,,,,,,,
10/7/24,7:45:00,October,Fall,7,chestnut,15.71,7.25,113.7,44.3,4.29,1.41,,,,,,,,,,,,
10/7/24,8:00:00,October,Fall,7,chestnut,15.69,7.3,113.1,65.4,6.33,1.5,,,,,,,,,,,,
10/7/24,8:15:00,October,Fall,7,chestnut,15.65,7.31,112.9,51.2,4.96,1.47,,,,,,,,,,,,
10/7/24,8:30:00,October,Fall,7,chestnut,15.63,7.3,112.8,52.1,5.05,1.6,,,,,,,,,,,,
10/7/24,8:45:00,October,Fall,7,chestnut,15.67,7.31,112.8,51.9,5.02,1.73,,,,,,,,,,,,
10/7/24,9:00:00,October,Fall,7,chestnut,15.78,7.33,112.5,58.5,5.65,1.47,,,,,,,,,,,,
10/7/24,9:15:00,October,Fall,7,chestnut,15.92,7.38,112.5,65.8,6.34,1.48,,,,,,,,,,,,
